0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
DELHI,29.0,19.0,21.0,73.0,161.0,144.0,104.0,87.0,33.0,38.0,147.0,136.0,76.0,86.0,105.0,,44.0,201.0,17.0,13.0,28.0,41.0,01/01/2016
DELHI,29.0,19.0,21.0,73.0,161.0,144.0,104.0,87.0,33.0,38.0,147.0,136.0,76.0,86.0,105.0,,44.0,201.0,17.0,13.0,28.0,41.0,02/01/2016
DELHI,29.0,19.0,21.0,73.0,161.0,144.0,104.0,87.0,33.0,38.0,147.0,136.0,76.0,86.0,105.0,,44.0,201.0,17.0,13.0,28.0,41.0,03/01/2016
DELHI,29.0,19.0,21.0,73.0,159.0,144.0,104.0,,34.0,38.0,147.0,138.0,76.0,86.0,105.0,,44.0,201.0,17.0,13.0,29.0,43.0,04/01/2016
DELHI,29.0,19.0,21.0,73.0,159.0,144.0,104.0,95.0,34.0,38.0,147.0,138.0,76.0,86.0,105.0,,44.0,201.0,17.0,13.0,29.0,43.0,05/01/2016
DELHI,29.0,19.0,21.0,74.0,159.0,144.0,104.0,92.0,35.0,38.0,147.0,138.0,76.0,86.0,105.0,,44.0,201.0,17.0,13.0,29.0,42.0,06/01/2016
DELHI,29.0,19.0,21.0,74.0,159.0,144.0,104.0,92.0,35.0,38.0,150.0,138.0,76.0,86.0,105.0,,44.0,201.0,17.0,13.0,29.0,39.0,07/01/2016
DELHI,29.0,19.0,21.0,73.0,156.0,143.0,104.0,91.0,35.0,38.0,150.0,136.0,75.0,86.0,105.0,,44.0,201.0,17.0,13.0,29.0,38.0,08/01/2016
DELHI,29.0,19.0,21.0,73.0,156.0,143.0,104.0,91.0,35.0,38.0,150.0,136.0,75.0,86.0,105.0,,44.0,201.0,17.0,13.0,29.0,38.0,09/01/2016
DELHI,29.0,19.0,21.0,73.0,156.0,143.0,104.0,91.0,35.0,38.0,150.0,136.0,75.0,86.0,105.0,,44.0,201.0,17.0,13.0,29.0,38.0,10/01/2016
DELHI,29.0,19.0,21.0,73.0,156.0,143.0,104.0,91.0,35.0,38.0,150.0,136.0,75.0,86.0,105.0,,44.0,201.0,17.0,13.0,29.0,38.0,11/01/2016
DELHI,28.0,19.0,21.0,73.0,156.0,143.0,104.0,91.0,34.0,38.0,150.0,136.0,75.0,86.0,105.0,,44.0,201.0,17.0,13.0,28.0,38.0,12/01/2016
DELHI,28.0,19.0,21.0,73.0,156.0,143.0,104.0,91.0,34.0,38.0,150.0,136.0,75.0,86.0,105.0,,44.0,201.0,17.0,13.0,28.0,38.0,13/01/2016
