,index,rate,date
1707,2980,101.38,2022-02-26
1708,2981,101.38,2022-02-27
1709,2982,101.38,2022-02-28
1710,2983,101.38,2022-03-01
1711,2984,101.38,2022-03-02
1712,2985,101.38,2022-03-03
1713,2986,101.38,2022-03-04
1714,2987,101.38,2022-03-05
1715,2988,101.38,2022-03-06
1716,2989,101.38,2022-03-07
1717,2990,101.38,2022-03-08
1718,2991,101.38,2022-03-09
1719,2992,101.38,2022-03-10
1720,2993,101.38,2022-03-11
1721,2994,101.38,2022-03-12
1722,2995,101.38,2022-03-13
1723,2996,101.38,2022-03-14
1724,2997,101.38,2022-03-15
1725,2998,101.38,2022-03-16
1726,2999,101.38,2022-03-17
1727,3000,101.38,2022-03-18
1728,3001,101.38,2022-03-19
1729,3002,101.38,2022-03-20
1730,3003,101.38,2022-03-21
1731,3004,102.14,2022-03-22
1732,3005,102.9,2022-03-23
1733,3006,102.9,2022-03-24
1734,3007,103.65,2022-03-25
1735,3008,104.41,2022-03-26
1736,3009,104.88,2022-03-27
1737,3010,105.16,2022-03-28
1738,3011,105.92,2022-03-29
1739,3012,106.68,2022-03-30
1740,3013,107.43,2022-03-31
1741,3014,107.43,2022-04-01
1742,3015,108.19,2022-04-02
1743,3016,108.94,2022-04-03
1744,3017,109.32,2022-04-04
1745,3018,110.08,2022-04-05
1746,3019,110.83,2022-04-06
1747,3020,110.83,2022-04-07
1748,3021,110.83,2022-04-08
1749,3022,110.83,2022-04-09
1750,3023,110.83,2022-04-10
1751,3024,110.83,2022-04-11
1752,3025,110.83,2022-04-12
1753,3026,110.83,2022-04-13
1754,3027,110.83,2022-04-14
1755,3028,110.83,2022-04-15
1756,3029,110.83,2022-04-16
1757,3030,110.83,2022-04-17
1758,3031,110.83,2022-04-18
1759,3032,110.83,2022-04-19
1760,3033,110.83,2022-04-20
1761,3034,110.83,2022-04-21
1762,3035,110.83,2022-04-22
1763,3036,110.83,2022-04-23
1764,3037,110.83,2022-04-24
1765,3038,110.83,2022-04-25
1766,3039,110.83,2022-04-26
1767,3040,110.83,2022-04-27
1768,3041,110.83,2022-04-28
1769,3042,110.83,2022-04-29
1770,3043,110.83,2022-04-30
1771,3044,110.83,2022-05-01
1772,3045,110.83,2022-05-02
1773,3046,110.83,2022-05-03
1774,3047,110.83,2022-05-04
1775,3048,110.83,2022-05-05
1776,3049,110.83,2022-05-06
1777,3050,110.83,2022-05-07
1778,3051,110.83,2022-05-08
1779,3052,110.83,2022-05-09
1780,3053,110.83,2022-05-10
1781,3054,110.83,2022-05-11
1782,3055,110.83,2022-05-12
1783,3056,110.83,2022-05-13
1784,3057,110.83,2022-05-14
1785,3058,110.83,2022-05-15
1786,3059,110.83,2022-05-16
1787,3060,110.83,2022-05-17
1788,3061,110.83,2022-05-18
1789,3062,110.83,2022-05-19
1790,3063,110.83,2022-05-20
1791,3064,110.83,2022-05-21
1792,3065,102.62,2022-05-22
1793,3066,102.62,2022-05-23
1794,3067,102.62,2022-05-24
1795,3068,102.62,2022-05-25
1796,3069,102.62,2022-05-26
1797,3070,102.62,2022-05-27
1798,3071,102.62,2022-05-28
1799,3072,102.62,2022-05-29
1800,3073,102.62,2022-05-30
1801,3074,102.62,2022-05-31
1802,3075,102.62,2022-06-01
1803,3076,102.62,2022-06-02
1804,3077,102.62,2022-06-03
1805,3078,102.62,2022-06-04
1806,3079,102.62,2022-06-05
1807,3080,102.62,2022-06-06
1808,3081,102.62,2022-06-07
1809,3082,102.62,2022-06-08
1810,3083,102.62,2022-06-09
1811,3084,102.62,2022-06-10
1812,3085,102.62,2022-06-11
1813,3086,102.62,2022-06-12
1814,3087,102.62,2022-06-13
1815,3088,102.62,2022-06-14
1816,3089,102.62,2022-06-15
1817,3090,102.62,2022-06-16
1818,3091,102.62,2022-06-17
1819,3092,102.62,2022-06-18
1820,3093,102.62,2022-06-19
1821,3094,102.62,2022-06-20
1822,3095,102.62,2022-06-21
1823,3096,102.62,2022-06-22
1824,3097,102.62,2022-06-23
1825,3098,102.62,2022-06-24
1826,3099,102.62,2022-06-25
1827,3100,102.62,2022-06-26
1828,3101,102.62,2022-06-27
1829,3102,102.62,2022-06-28
1830,3103,102.62,2022-06-29
1831,3104,102.62,2022-06-30
1832,3105,102.62,2022-07-01
1833,3106,102.62,2022-07-02
1834,3107,102.62,2022-07-03
1835,3108,102.62,2022-07-04
1836,3109,102.62,2022-07-05
1837,3110,102.62,2022-07-06
1838,3111,102.62,2022-07-07
1839,3112,102.62,2022-07-08
1840,3113,102.62,2022-07-09
1841,3114,102.62,2022-07-10
1842,3115,102.62,2022-07-11
1843,3116,102.62,2022-07-12
1844,3117,102.62,2022-07-13
1845,3118,102.62,2022-07-14
1846,3119,102.62,2022-07-15
1847,3120,102.62,2022-07-16
1848,3121,102.62,2022-07-17
1849,3122,102.62,2022-07-18
1850,3123,102.62,2022-07-19
1851,3124,102.62,2022-07-20
1852,3125,102.62,2022-07-21
1853,3126,102.62,2022-07-22
1854,3127,102.62,2022-07-23
1855,3128,102.62,2022-07-24
1856,3129,102.62,2022-07-25
1857,3130,102.62,2022-07-26
1858,3131,102.62,2022-07-27
1859,3132,102.62,2022-07-28
1860,3133,102.62,2022-07-29
