city,date,rate
Chennai,2021-11-08,101.38
Chennai,2021-11-09,101.38
Chennai,2021-11-10,101.38
Chennai,2021-11-11,101.38
Chennai,2021-11-12,101.38
Chennai,2021-11-13,101.38
Chennai,2021-11-14,101.38
Chennai,2021-11-15,101.38
Chennai,2021-11-16,101.38
Chennai,2021-11-17,101.38
Chennai,2021-11-18,101.38
Chennai,2021-11-19,101.38
Chennai,2021-11-20,101.38
Chennai,2021-11-21,101.38
Chennai,2021-11-22,101.38
Chennai,2021-11-23,101.38
Chennai,2021-11-24,101.38
Chennai,2021-11-25,101.38
Chennai,2021-11-26,101.38
Chennai,2021-11-27,101.38
Chennai,2021-11-28,101.38
Chennai,2021-11-29,101.38
Chennai,2021-11-30,101.38
Chennai,2021-12-02,101.38
Chennai,2021-12-03,101.38
Chennai,2021-12-04,101.38
Chennai,2021-12-05,101.38
Chennai,2021-12-06,101.38
Chennai,2021-12-07,101.38
Chennai,2021-12-08,101.38
Chennai,2021-12-09,101.38
Chennai,2021-12-10,101.38
Chennai,2021-12-11,101.38
Chennai,2021-12-12,101.38
Chennai,2021-12-13,101.38
Chennai,2021-12-14,101.38
Chennai,2021-12-15,101.38
Chennai,2021-12-16,101.38
Chennai,2021-12-17,101.38
Chennai,2021-12-18,101.38
Chennai,2021-12-19,101.38
Chennai,2021-12-20,101.38
Chennai,2021-12-21,101.38
Chennai,2021-12-22,101.38
Chennai,2021-12-23,101.38
Chennai,2021-12-24,101.38
Chennai,2021-12-25,101.38
Chennai,2021-12-26,101.38
Chennai,2021-12-27,101.38
Chennai,2021-12-28,101.38
Chennai,2021-12-29,101.38
Chennai,2021-12-30,101.38
Chennai,2021-12-31,101.38
Chennai,2022-01-01,101.38
Chennai,2022-01-02,101.38
Chennai,2022-01-03,101.38
Chennai,2022-01-04,101.38
Chennai,2022-01-05,101.38
Chennai,2022-01-06,101.38
Chennai,2022-01-07,101.38
Chennai,2022-01-08,101.38
Chennai,2022-01-09,101.38
Chennai,2022-01-10,101.38
Chennai,2022-01-11,101.38
Chennai,2022-01-12,101.38
Chennai,2022-01-13,101.38
Chennai,2022-01-14,101.38
Chennai,2022-01-15,101.38
Chennai,2022-01-16,101.38
Chennai,2022-01-17,101.38
Chennai,2022-01-18,101.38
Chennai,2022-01-19,101.38
Chennai,2022-01-20,101.38
Chennai,2022-01-21,101.38
Chennai,2022-01-22,101.38
Chennai,2022-01-23,101.38
Chennai,2022-01-24,101.38
Chennai,2022-01-25,101.38
Chennai,2022-01-26,101.38
Chennai,2022-01-27,101.38
Chennai,2022-01-28,101.38
Chennai,2022-01-29,101.38
Chennai,2022-01-30,101.38
Chennai,2022-01-31,101.38
Chennai,2022-02-01,101.38
Chennai,2022-02-02,101.38
Chennai,2022-02-03,101.38
Chennai,2022-02-04,101.38
Chennai,2022-02-05,101.38
Chennai,2022-02-06,101.38
Chennai,2022-02-07,101.38
Chennai,2022-02-08,101.38
Chennai,2022-02-09,101.38
Chennai,2022-02-10,101.38
Chennai,2022-02-11,101.38
Chennai,2022-02-12,101.38
Chennai,2022-02-13,101.38
Chennai,2022-02-14,101.38
Chennai,2022-02-15,101.38
Chennai,2022-02-16,101.38
Chennai,2022-02-17,101.38
Chennai,2022-02-18,101.38
Chennai,2022-02-19,101.38
Chennai,2022-02-20,101.38
Chennai,2022-02-21,101.38
Chennai,2022-02-22,101.38
Chennai,2022-02-23,101.38
Chennai,2022-02-24,101.38
Chennai,2022-02-25,101.38
Chennai,2022-02-26,101.38
Chennai,2022-02-27,101.38
Chennai,2022-02-28,101.38
Chennai,2022-03-01,101.38
Chennai,2022-03-02,101.38
Chennai,2022-03-03,101.38
Chennai,2022-03-04,101.38
Chennai,2022-03-05,101.38
Chennai,2022-03-06,101.38
Chennai,2022-03-07,101.38
Chennai,2022-03-08,101.38
Chennai,2022-03-09,101.38
Chennai,2022-03-10,101.38
Chennai,2022-03-11,101.38
Chennai,2022-03-12,101.38
Chennai,2022-03-13,101.38
Chennai,2022-03-14,101.38
Chennai,2022-03-15,101.38
Chennai,2022-03-16,101.38
Chennai,2022-03-17,101.38
Chennai,2022-03-18,101.38
Chennai,2022-03-19,101.38
Chennai,2022-03-20,101.38
Chennai,2022-03-21,101.38
Chennai,2022-03-22,102.14
Chennai,2022-03-23,102.9
Chennai,2022-03-24,102.9
Chennai,2022-03-25,103.65
Chennai,2022-03-26,104.41
Chennai,2022-03-27,104.88
Chennai,2022-03-28,105.16
Chennai,2022-03-29,105.92
Chennai,2022-03-30,106.68
Chennai,2022-03-31,107.43
Chennai,2022-04-01,107.43
Chennai,2022-04-02,108.19
Chennai,2022-04-03,108.94
Chennai,2022-04-04,109.32
Chennai,2022-04-05,110.08
Chennai,2022-04-06,110.83
Chennai,2022-04-07,110.83
Chennai,2022-04-08,110.83
Chennai,2022-04-09,110.83
Chennai,2022-04-10,110.83
Chennai,2022-04-11,110.83
Chennai,2022-04-12,110.83
Chennai,2022-04-13,110.83
Chennai,2022-04-14,110.83
Chennai,2022-04-15,110.83
Chennai,2022-04-16,110.83
Chennai,2022-04-17,110.83
Chennai,2022-04-18,110.83
Chennai,2022-04-19,110.83
Chennai,2022-04-20,110.83
Chennai,2022-04-21,110.83
Chennai,2022-04-22,110.83
Chennai,2022-04-23,110.83
Chennai,2022-04-24,110.83
Chennai,2022-04-25,110.83
Chennai,2022-04-26,110.83
Chennai,2022-04-27,110.83
Chennai,2022-04-28,110.83
Chennai,2022-04-29,110.83
Chennai,2022-04-30,110.83
Chennai,2022-05-01,110.83
Chennai,2022-05-02,110.83
Chennai,2022-05-03,110.83
Chennai,2022-05-04,110.83
Chennai,2022-05-05,110.83
Chennai,2022-05-06,110.83
Chennai,2022-05-07,110.83
Chennai,2022-05-08,110.83
Chennai,2022-05-09,110.83
Chennai,2022-05-10,110.83
Chennai,2022-05-11,110.83
Chennai,2022-05-12,110.83
Chennai,2022-05-13,110.83
Chennai,2022-05-14,110.83
Chennai,2022-05-15,110.83
Chennai,2022-05-16,110.83
Chennai,2022-05-17,110.83
Chennai,2022-05-18,110.83
Chennai,2022-05-19,110.83
Chennai,2022-05-20,110.83
Chennai,2022-05-21,110.83
Chennai,2022-05-22,102.62
Chennai,2022-05-23,102.62
Chennai,2022-05-24,102.62
Chennai,2022-05-25,102.62
Chennai,2022-05-26,102.62
Chennai,2022-05-27,102.62
Chennai,2022-05-28,102.62
Chennai,2022-05-29,102.62
Chennai,2022-05-30,102.62
Chennai,2022-05-31,102.62
Chennai,2022-06-01,102.62
Chennai,2022-06-02,102.62
Chennai,2022-06-03,102.62
Chennai,2022-06-04,102.62
Chennai,2022-06-05,102.62
Chennai,2022-06-06,102.62
Chennai,2022-06-07,102.62
Chennai,2022-06-08,102.62
Chennai,2022-06-09,102.62
Chennai,2022-06-10,102.62
Chennai,2022-06-11,102.62
Chennai,2022-06-12,102.62
Chennai,2022-06-13,102.62
Chennai,2022-06-14,102.62
Chennai,2022-06-15,102.62
Chennai,2022-06-16,102.62
Chennai,2022-06-17,102.62
Chennai,2022-06-18,102.62
Chennai,2022-06-19,102.62
Chennai,2022-06-20,102.62
Chennai,2022-06-21,102.62
Chennai,2022-06-22,102.62
Chennai,2022-06-23,102.62
Chennai,2022-06-24,102.62
Chennai,2022-06-25,102.62
Chennai,2022-06-26,102.62
Chennai,2022-06-27,102.62
Chennai,2022-06-28,102.62
Chennai,2022-06-29,102.62
Chennai,2022-06-30,102.62
Chennai,2022-07-01,102.62
Chennai,2022-07-02,102.62
Chennai,2022-07-03,102.62
Chennai,2022-07-04,102.62
Chennai,2022-07-05,102.62
Chennai,2022-07-06,102.62
Chennai,2022-07-07,102.62
Chennai,2022-07-08,102.62
Chennai,2022-07-09,102.62
Chennai,2022-07-10,102.62
Chennai,2022-07-11,102.62
Chennai,2022-07-12,102.62
Chennai,2022-07-13,102.62
Chennai,2022-07-14,102.62
Chennai,2022-07-15,102.62
Chennai,2022-07-16,102.62
Chennai,2022-07-17,102.62
Chennai,2022-07-18,102.62
Chennai,2022-07-19,102.62
Chennai,2022-07-20,102.62
Chennai,2022-07-21,102.62
Chennai,2022-07-22,102.62
Chennai,2022-07-23,102.62
Chennai,2022-07-24,102.62
Chennai,2022-07-25,102.62
Chennai,2022-07-26,102.62
Chennai,2022-07-27,102.62
Chennai,2022-07-28,102.62
Chennai,2022-07-29,102.62
Chennai,2022-07-30,102.62
Chennai,2022-07-31,102.62
Chennai,2022-08-01,102.62
Chennai,2022-08-02,102.62
Chennai,2022-08-03,102.62
Chennai,2022-08-04,102.62
Chennai,2022-08-05,102.62
Chennai,2022-08-06,102.62
Chennai,2022-08-07,102.62
Chennai,2022-08-08,102.62
Chennai,2022-08-09,102.62
Chennai,2022-08-10,102.62
Chennai,2022-08-11,102.62
